name,description,website,location,incubator_name
TravelTail,TravelTail is a data-driven online booking platform for pet-friendly travel.,https://www.traveltail.co,"Stockholm, Stockholms Lan, Sweden, Europe",Antler
Wareflex.io,Wareflex is a warehousing platform that connects clients in need of storage capacity and verified warehouse facilities.,https://www.wareflex.io,"Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",Antler
Complish,"Complish keeps remote teams aligned, connected and focused on their most important objectives.",https://www.complish.app/,"Sydney, New South Wales, Australia, Oceania",Antler
Pathzero,Pathzero makes it easy for companies to disclose their carbon emissions and the actions being taken to address them.,https://pathzero.com,"Sydney, New South Wales, Australia, Oceania",Antler
Brick,Brick is a financial data application programming interface that allows developers to offer in-app financial services.,https://www.onebrick.io,"Jakarta, Jakarta Raya, Indonesia, Asia",Antler
Cloud Cycle,"A platform enabling concrete providers to manage concrete quality better, reduce waste, save money and slash CO2 emissions.",https://www.cloudcycle.com,"London, England, United Kingdom, Europe",Antler
Traxlo,The operator of grocery store tasks & staff marketplace - Tasku.app,https://www.traxlo.com/,"Vilnius, Vilniaus Apskritis, Lithuania, Europe",Antler
fusy.ai,Fusy.ai is engaged in the development of a product image generation platform catered specifically to eCommerce stores,https://www.fusy.ai,"Amsterdam, Noord-Holland, The Netherlands, Europe",Antler
Evyon,"Evyon leverages a data-driven approach to repurpose discarded EV batteries into high-quality, sustainable and scalable battery systems.",https://www.evyon.com,"Oslo, Oslo, Norway, Europe",Antler
Teemyco,Teemyco is an online-based platform that connects employees online and enables them to conduct meeting online.,https://teemyco.com,"Stockholm, Stockholms Lan, Sweden, Europe",Antler
Cove,"#1 tech flexible living platform in SEA, providing the best booking and living experience across all lengths of stay",https://cove.id,"Singapore, Central Region, Singapore, Asia",Antler
Maya Climate,"Maya is your geospatial copilot, automating data analysis to create actionable insights for assessing & monitoring natural assets.",https://www.maya-climate.com,"Berlin, Berlin, Germany, Europe",Antler
Passbuy,Passbuy builds a mobile app that lets consumers skip the lines at stores as they can checkout and pay with it in seconds.,https://www.passbuy.com/,"Stockholm, Stockholms Lan, Sweden, Europe",Antler
Insightful,Insightful is an application that provides educational videos.,https://www.insightfulme.com/,"Berlin, Berlin, Germany, Europe",Antler
SecondBody,SecondBody offers you and a partner the chance to meet each other through the bodies of two strangers.,https://www.secondbody.co/,"New York, New York, United States, North America",Antler
StackGo,StackGo is a platform for software vendors to sell through SaaS marketplaces.,https://www.stackgo.io,"Sydney, New South Wales, Australia, Oceania",Antler
Bookee,"Bookee is a SaaS platform for fitness entrepreneurs to obtain, manage and grow their customer base.",https://www.bookeeapp.com/,"Mountain View, California, United States, North America",Antler
BrightPay Health,BrightPay makes paying for care transparent through price and offers self-managed payment options.,http://www.brightpay.org,"Alpharetta, Georgia, United States, North America",Antler
GoFIGR,"GoFIGR: Your Marketplace to Find, Inspire, Grow and Retain internal talent.",https://www.gofigr.ai,"Sydney, New South Wales, Australia, Oceania",Antler
STORIFY.ME,storify.me is a marketplace that connects indie content creators and micro influencers with brands and marketers.,https://hello.storify.me,"Singapore, Central Region, Singapore, Asia",Antler
Credevia,Platform that matches early payment invoicing for discounts,https://www.credevia.com,"Singapore, Central Region, Singapore, Asia",Antler
Insiber,Cybersecurity and cyber resilience platform for business,https://insiber.com,"Amsterdam, Noord-Holland, The Netherlands, Europe",Antler
Tribee,SaaS increasing sales and enhancing the customer experience of companies which want to improve their customer-facing employees' motivation,https://www.tribee.vn,"Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",Antler
Context Commerce,"Context Commerce is the hardest-working, personalized site experience for every shopper.",https://www.contextcommerce.com,,Antler
OceanOps,OceanOps is a SaaS platform that enables its users to mitigate delays to their ocean freight through dynamic re-routing,,"Rotterdam, Zuid-Holland, The Netherlands, Europe",Antler
Eskwelabs,"Eskwelabs inspires, equips and connects people to the future of work using outcome-oriented, blended learning education.",http://www.eskwelabs.com,"Singapore, Central Region, Singapore, Asia",Antler
wecommit,Wecommit,https://wecommit.ai,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Antler
Equality Check,Equality Check is a community based platform of reviews about equality and diversity in the workplace.,https://www.equalitycheck.it/home,"Oslo, Oslo, Norway, Europe",Antler
Rink D&S,Rink D&S: Revolutionizing the food industry with data-driven innovation for unique flavors and modern production.,http://www.rinkdns.com,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Antler
Speiz,Speiz is a platform that enables revenue generation and sales for companies through the renting of warehousing space.,https://www.speiz.no,"Oslo, Oslo, Norway, Europe",Antler
BioGenes Technologies,BioGenes is developing a point-of-care genetic testing connected kit and testing services for major diseases screening,http://www.biogenestech.com,"Kajang, Negeri Sembilan, Malaysia, Asia",Antler
Jinx Drinx,"Jinx Drinx offers an alternative to large-batch mixed drinks, allowing everyone to know what's in their drink.",https://www.jinxdrinx.com,"Singapore, Central Region, Singapore, Asia",Antler
BUYO Bioplastics,Buyo is a provider of 100% nature-based and biodegradable bioplastic solutions.,http://buyoplastic.com,"Hanoi, NA - Vietnam, Vietnam, Asia",Antler
Vulkaza,Vulkaza is a 3D print platform that connects makers and sellers with 3D printers to create sustainable and resilient products.,https://www.vulkaza.com,"Oslo, Oslo, Norway, Europe",Antler
BitVision,Digital asset accounting and reporting tool,https://bitvision.info/,"Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",Antler
Diesta,"Diesta is a developer of payment software for insurance premium processing, modernizing the flow of funds in the insurance industry.",https://www.diesta.co.uk,"London, England, United Kingdom, Europe",Antler
Within Health,Intelligent Engagement Platform for Radiology,http://seewithin.co,"Brooklyn, New York, United States, North America",Antler
Tokobox,Tokobox operates as a social commerce platform that enables millions of job creation.,https://tokobox.co,"Kuningan, Jakarta Raya, Indonesia, Asia",Antler
Locad,"All systems go with the logistics engine enabling e-commerce brands to store, pack, ship, & track orders in Asia-Pacific",https://www.golocad.com,"Singapore, Central Region, Singapore, Asia",Antler
Cooper Pet Care,Cooper Pet Care is a mobile pet care platform that provides a comprehensive range of health care services for cats and dogs.,https://cooperpetcare.com,"Amsterdam, Noord-Holland, The Netherlands, Europe",Antler
Tradedi.com,Tradedi.com s a B2B digital marketplace that enables cross-border trading.,https://www.tradedi.com/,"Hanoi, NA - Vietnam, Vietnam, Asia",Antler
OTee,OTee specializes in the development of industrial automation software.,https://otee.io,"Oslo, Oslo, Norway, Europe",Antler
BrightBee Marketing,BrightBee Marketing is a SaaS solution optimizing ads for Real Estate Agents.,https://www.brightbee.co/,"Stockholm, Stockholms Lan, Sweden, Europe",Antler
Clare&me,Clare&me is an AI-powered mental health coach startup that offers self-therapy services.,https://www.clareandme.com,"Berlin, Berlin, Germany, Europe",Antler
SnappRetail,"SnappRetail is a complete retail operating platform that empowers traditional trade retailers in Pakistan, to grow their margin and revenue.",http://www.snappretail.io/,"Karachi, Sindh, Pakistan, Asia",Antler
Payday Fantasy,Payday Fantasy is a mobile betting platform that allows its users to bet on their favorite teams in sports.,https://paydayfantasy.com/,"Los Angeles, California, United States, North America",Antler
Uptimus,Uptimus is a provider of electric vans on subscription for haulers.,https://www.uptimus.dk,"Copenhagen, Hovedstaden, Denmark, Europe",Antler
Spunshift,Spunshift is a B2B marketplace that helps the fashion industry become more sustainable.,http://spunshift.com/,"Stockholm, Stockholms Lan, Sweden, Europe",Antler
Nife Labs,"Unfied Public Cloud Edge Platform to Manage, Deploy and Scale any application securely globally with Zero Ops & Infrastructure Management",https://www.nife.io,"Singapore, Central Region, Singapore, Asia",Antler
Qweebi,Qweebi is an online learning platform to teach science.,https://www.qweebi.com,"Singapore, Central Region, Singapore, Asia",Antler
Scribe,"Scribe is a data platform for company information, powered by research-based AI.",https://www.scribelabs.ai,"London, England, United Kingdom, Europe",Antler
CHOYS,CHOYS is a holistic wellness subscription platform for organizations and employees that provides employees with access to benefits.,https://getchoys.com/,"Singapore, Central Region, Singapore, Asia",Antler
Fanfix,Fanfix allows creators to monetize platforms and give access to exclusive content via subscription.,https://www.fanfix.io/,"Los Angeles, California, United States, North America",Antler
Gro Tech,Gro Tech makes tools that help sellers with their e-commerce businesses.,https://www.grotech.id/,"Jakarta, Jakarta Raya, Indonesia, Asia",Antler
Causiq,Scientific actionable insights for marketeers,https://causiq.com,"Stockholm, Stockholms Lan, Sweden, Europe",Antler
Refundway,Refundway is a platform designed to facilitate the refund and return process for customers and sellers alike.,https://www.refundway.com,"Jakarta, Jakarta Raya, Indonesia, Asia",Antler
PowerShop,PowerShop helps creators with tools to create and curate their online shops.,https://www.powershop.link,"Austin, Texas, United States, North America",Antler
Innade,Personal Development - Coaching and Mentoring Platform,http://www.innade.com,"Singapore, Central Region, Singapore, Asia",Antler
Digip,Digip is a Swedish legal tech SaaS company that offers trademark accessible and affordable protection.,https://www.digip.com/,"Stockholm, Stockholms Lan, Sweden, Europe",Antler
Likewise,"Likewise is a hiring platform that connects consumers brands to designers, developers, copywriters, photographers, and more.",https://www.hirelikewise.com,"Venice, California, United States, North America",Antler
